date,open,high,low,close,adj close,volume,name
6/3/20,1438.300049,1446.552002,1429.776978,1436.380005,1436.380005,1256200,GOOG
6/4/20,1430.400024,1438.959961,1404.72998,1412.180054,1412.180054,1484300,GOOG
6/5/20,1413.170044,1445.050049,1406,1438.390015,1438.390015,1734900,GOOG
6/8/20,1422.339966,1447.98999,1422.339966,1446.609985,1446.609985,1404200,GOOG
6/9/20,1445.359985,1468,1443.209961,1456.160034,1456.160034,1409200,GOOG
6/10/20,1459.540039,1474.259033,1456.27002,1465.849976,1465.849976,1525200,GOOG
6/11/20,1442.47998,1454.474976,1402,1403.839966,1403.839966,1991300,GOOG
6/12/20,1428.48999,1437,1386.02002,1413.180054,1413.180054,1944200,GOOG
6/15/20,1390.800049,1424.800049,1387.920044,1419.849976,1419.849976,1503900,GOOG
6/16/20,1445.219971,1455.02002,1425.900024,1442.719971,1442.719971,1709200,GOOG
6/17/20,1447.160034,1460,1431.380005,1451.119995,1451.119995,1548300,GOOG
6/18/20,1449.160034,1451.410034,1427.01001,1435.959961,1435.959961,1581900,GOOG
6/19/20,1444,1447.800049,1421.349976,1431.719971,1431.719971,3157900,GOOG
6/22/20,1429,1452.75,1423.209961,1451.859985,1451.859985,1542400,GOOG
6/23/20,1455.640015,1475.94104,1445.23999,1464.410034,1464.410034,1429800,GOOG
6/24/20,1461.51001,1475.420044,1429.75,1431.969971,1431.969971,1756000,GOOG
6/25/20,1429.900024,1442.900024,1420,1441.329956,1441.329956,1230500,GOOG
6/26/20,1431.390015,1433.449951,1351.98999,1359.900024,1359.900024,4267700,GOOG
6/29/20,1358.180054,1395.599976,1347.01001,1394.969971,1394.969971,1810200,GOOG
6/30/20,1390.439941,1418.650024,1383.959961,1413.609985,1413.609985,2042400,GOOG
7/1/20,1411.099976,1443,1409.819946,1438.040039,1438.040039,1775200,GOOG
7/2/20,1446.939941,1482.949951,1446.420044,1464.699951,1464.699951,1859100,GOOG
7/6/20,1480.060059,1506.589966,1472.859985,1495.699951,1495.699951,1564000,GOOG
7/7/20,1490,1516.800049,1483.550049,1485.180054,1485.180054,1458200,GOOG
7/8/20,1494.319946,1505.880005,1485.630005,1496,1496,1249700,GOOG
7/9/20,1506.449951,1522.719971,1488.084961,1510.98999,1510.98999,1423300,GOOG
7/10/20,1506.150024,1543.829956,1496.540039,1541.73999,1541.73999,1856300,GOOG
7/13/20,1550,1577.131958,1505.243042,1511.339966,1511.339966,1846400,GOOG
7/14/20,1490.310059,1522.949951,1483.5,1520.579956,1520.579956,1585000,GOOG
7/15/20,1523.130005,1535.329956,1498,1513.640015,1513.640015,1610700,GOOG
7/16/20,1500,1518.689941,1486.310059,1518,1518,1519300,GOOG
7/17/20,1521.619995,1523.439941,1498.420044,1515.550049,1515.550049,1456700,GOOG
7/20/20,1515.26001,1570.290039,1503.599976,1565.719971,1565.719971,1557300,GOOG
7/21/20,1586.98999,1586.98999,1554.280029,1558.420044,1558.420044,1218600,GOOG
7/22/20,1560.5,1570,1546.099976,1568.48999,1568.48999,931200,GOOG
7/23/20,1566.969971,1571.869995,1507.391968,1515.680054,1515.680054,1627600,GOOG
7/24/20,1498.930054,1517.635986,1488.400024,1511.869995,1511.869995,1544000,GOOG
7/27/20,1515.599976,1540.969971,1515.209961,1530.199951,1530.199951,1246000,GOOG
7/28/20,1525.180054,1526.47998,1497.660034,1500.339966,1500.339966,1702200,GOOG
7/29/20,1506.319946,1531.251953,1501.329956,1522.02002,1522.02002,1106500,GOOG
7/30/20,1497,1537.869995,1492.219971,1531.449951,1531.449951,1671400,GOOG
7/31/20,1505.01001,1508.949951,1454.030029,1482.959961,1482.959961,3439900,GOOG
8/3/20,1486.640015,1490.469971,1465.640015,1474.449951,1474.449951,2330200,GOOG
8/4/20,1476.569946,1485.560059,1458.650024,1464.969971,1464.969971,1903500,GOOG
8/5/20,1469.300049,1482.410034,1463.459961,1473.609985,1473.609985,1979500,GOOG
8/6/20,1471.75,1502.390015,1466,1500.099976,1500.099976,1995400,GOOG
8/7/20,1500,1516.844971,1481.640015,1494.48999,1494.48999,1576600,GOOG
8/10/20,1487.180054,1504.074951,1473.079956,1496.099976,1496.099976,1289300,GOOG
8/11/20,1492.439941,1510,1478,1480.319946,1480.319946,1454400,GOOG
8/12/20,1485.579956,1512.385986,1485.25,1506.619995,1506.619995,1437700,GOOG
8/13/20,1510.339966,1537.25,1508.005005,1518.449951,1518.449951,1455200,GOOG
8/14/20,1515.660034,1521.900024,1502.880005,1507.72998,1507.72998,1354800,GOOG
8/17/20,1514.670044,1525.609985,1507.969971,1517.97998,1517.97998,1378300,GOOG
8/18/20,1526.180054,1562.469971,1523.709961,1558.599976,1558.599976,2027100,GOOG
8/19/20,1553.310059,1573.680054,1543.949951,1547.530029,1547.530029,1660600,GOOG
8/20/20,1543.449951,1585.869995,1538.199951,1581.75,1581.75,1706900,GOOG
8/21/20,1577.030029,1597.719971,1568.005005,1580.420044,1580.420044,1446500,GOOG
8/24/20,1593.97998,1614.170044,1580.569946,1588.199951,1588.199951,1409900,GOOG
8/25/20,1582.069946,1611.619995,1582.069946,1608.219971,1608.219971,2247100,GOOG
8/26/20,1608,1659.219971,1603.599976,1652.380005,1652.380005,3993400,GOOG
8/27/20,1653.680054,1655,1625.75,1634.329956,1634.329956,1861600,GOOG
8/28/20,1633.48999,1647.170044,1630.75,1644.410034,1644.410034,1499800,GOOG
8/31/20,1647.890015,1647.964966,1630.310059,1634.180054,1634.180054,1823400,GOOG
9/1/20,1636.630005,1665.72998,1632.219971,1660.709961,1660.709961,1826700,GOOG
9/2/20,1673.775024,1733.180054,1666.329956,1728.280029,1728.280029,2511200,GOOG
9/3/20,1709.713989,1709.713989,1615.060059,1641.839966,1641.839966,3107800,GOOG
9/4/20,1624.26001,1645.109985,1547.613037,1591.040039,1591.040039,2608600,GOOG
9/8/20,1533.51001,1563.86499,1528.01001,1532.390015,1532.390015,2610900,GOOG
9/9/20,1557.530029,1569,1536.051025,1556.959961,1556.959961,1774700,GOOG
9/10/20,1560.640015,1584.081055,1525.805054,1532.02002,1532.02002,1618600,GOOG
9/11/20,1536,1575.199951,1497.359985,1520.719971,1520.719971,1597100,GOOG
9/14/20,1539.005005,1564,1515.73999,1519.280029,1519.280029,1696600,GOOG
9/15/20,1536,1559.569946,1531.834961,1541.439941,1541.439941,1331100,GOOG
9/16/20,1555.540039,1562,1519.819946,1520.900024,1520.900024,1311700,GOOG
9/17/20,1496,1508.297974,1470,1495.530029,1495.530029,1879800,GOOG
9/18/20,1498.01001,1503.003052,1437.130005,1459.98999,1459.98999,3103900,GOOG
9/21/20,1440.060059,1448.359985,1406.550049,1431.160034,1431.160034,2888800,GOOG
9/22/20,1450.089966,1469.52002,1434.530029,1465.459961,1465.459961,1583200,GOOG
9/23/20,1458.780029,1460.959961,1407.699951,1415.209961,1415.209961,1657400,GOOG
9/24/20,1411.030029,1443.708984,1409.849976,1428.290039,1428.290039,1450200,GOOG
9/25/20,1432.630005,1450,1413.339966,1444.959961,1444.959961,1323000,GOOG
9/28/20,1474.209961,1476.800049,1449.301025,1464.52002,1464.52002,2007900,GOOG
9/29/20,1470.390015,1476.662964,1458.805054,1469.329956,1469.329956,978200,GOOG
9/30/20,1466.800049,1489.75,1459.880005,1469.599976,1469.599976,1700600,GOOG
10/1/20,1484.27002,1499.040039,1479.209961,1490.089966,1490.089966,1779500,GOOG
10/2/20,1462.030029,1483.199951,1450.920044,1458.420044,1458.420044,1284100,GOOG
10/5/20,1466.209961,1488.209961,1464.27002,1486.02002,1486.02002,1113300,GOOG
10/6/20,1475.579956,1486.76001,1448.589966,1453.439941,1453.439941,1245400,GOOG
10/7/20,1464.290039,1468.959961,1436,1460.290039,1460.290039,1746200,GOOG
10/8/20,1465.089966,1490,1465.089966,1485.930054,1485.930054,1187800,GOOG
10/9/20,1494.699951,1516.52002,1489.449951,1515.219971,1515.219971,1435300,GOOG
10/12/20,1543,1593.859985,1532.569946,1569.150024,1569.150024,2482600,GOOG
10/13/20,1583.72998,1590,1563.199951,1571.680054,1571.680054,1601000,GOOG
10/14/20,1578.589966,1587.68396,1550.530029,1568.079956,1568.079956,1931000,GOOG
10/15/20,1547.150024,1575.10498,1545.030029,1559.130005,1559.130005,1540000,GOOG
10/16/20,1565.849976,1581.130005,1563,1573.01001,1573.01001,1434700,GOOG
10/19/20,1580.459961,1588.150024,1528,1534.609985,1534.609985,1607100,GOOG
10/20/20,1527.050049,1577.5,1525.670044,1555.930054,1555.930054,2241700,GOOG
10/21/20,1573.329956,1618.72998,1571.630005,1593.310059,1593.310059,2568300,GOOG
10/22/20,1593.050049,1621.98999,1585,1615.329956,1615.329956,1433600,GOOG
10/23/20,1626.069946,1642.359985,1620.51001,1641,1641,1375800,GOOG
10/26/20,1625.01001,1638.23999,1576.5,1590.449951,1590.449951,1853300,GOOG
10/27/20,1595.670044,1606.844971,1582.780029,1604.26001,1604.26001,1229000,GOOG
10/28/20,1559.73999,1561.349976,1514.619995,1516.619995,1516.619995,1834000,GOOG
10/29/20,1522.359985,1593.709961,1522.23999,1567.23999,1567.23999,2003100,GOOG
10/30/20,1672.109985,1687,1604.459961,1621.01001,1621.01001,4329100,GOOG
11/2/20,1628.160034,1660.77002,1616.030029,1626.030029,1626.030029,2535400,GOOG
11/3/20,1631.780029,1661.699951,1616.619995,1650.209961,1650.209961,1661700,GOOG
11/4/20,1710.280029,1771.36499,1706.030029,1749.130005,1749.130005,3570900,GOOG
11/5/20,1781,1793.640015,1750.51001,1763.369995,1763.369995,2065800,GOOG
11/6/20,1753.949951,1772.430054,1740.349976,1761.75,1761.75,1660900,GOOG
11/9/20,1790.900024,1818.060059,1760.02002,1763,1763,2268300,GOOG
11/10/20,1731.089966,1763,1717.300049,1740.390015,1740.390015,2636100,GOOG
11/11/20,1750,1764.219971,1747.36499,1752.709961,1752.709961,1264000,GOOG
11/12/20,1747.630005,1768.27002,1745.599976,1749.839966,1749.839966,1247500,GOOG
11/13/20,1757.630005,1781.040039,1744.550049,1777.02002,1777.02002,1499900,GOOG
11/16/20,1771.699951,1799.069946,1767.689941,1781.380005,1781.380005,1246800,GOOG
11/17/20,1776.939941,1785,1767,1770.150024,1770.150024,1147100,GOOG
11/18/20,1765.22998,1773.469971,1746.140015,1746.780029,1746.780029,1173500,GOOG
11/19/20,1738.380005,1769.589966,1737.005005,1763.920044,1763.920044,1249900,GOOG
11/20/20,1765.209961,1774,1741.859985,1742.189941,1742.189941,2313500,GOOG
11/23/20,1749.599976,1753.900024,1717.719971,1734.859985,1734.859985,2161600,GOOG
11/24/20,1730.5,1771.599976,1727.689941,1768.880005,1768.880005,1578000,GOOG
11/25/20,1772.890015,1778.540039,1756.540039,1771.430054,1771.430054,1045800,GOOG
11/27/20,1773.089966,1804,1772.439941,1793.189941,1793.189941,884900,GOOG
11/30/20,1781.18396,1788.064941,1755,1760.73999,1760.73999,1823800,GOOG
12/1/20,1774.369995,1824.829956,1769.369995,1798.099976,1798.099976,1739000,GOOG
12/2/20,1798.099976,1835.650024,1789.473022,1827.949951,1827.949951,1222000,GOOG
12/3/20,1824.01001,1847.199951,1822.650024,1826.77002,1826.77002,1227300,GOOG
12/4/20,1824.52002,1833.160034,1816.98999,1827.98999,1827.98999,1378200,GOOG
12/7/20,1819,1832.369995,1805.780029,1819.47998,1819.47998,1320900,GOOG
12/8/20,1810.099976,1821.900024,1796.204956,1818.550049,1818.550049,1096300,GOOG
12/9/20,1812.01001,1834.27002,1767.810059,1784.130005,1784.130005,1507600,GOOG
12/10/20,1769.800049,1781.310059,1740.319946,1775.329956,1775.329956,1362800,GOOG
12/11/20,1763.060059,1784.449951,1760,1781.77002,1781.77002,1220700,GOOG
12/14/20,1775,1797.390015,1757.214966,1760.060059,1760.060059,1600200,GOOG
12/15/20,1764.420044,1771.420044,1749.949951,1767.77002,1767.77002,1482300,GOOG
12/16/20,1772.880005,1773,1756.079956,1763,1763,1513500,GOOG
12/17/20,1768.51001,1771.784058,1738.660034,1747.900024,1747.900024,1624700,GOOG
12/18/20,1754.180054,1755.109985,1720.219971,1731.01001,1731.01001,4016400,GOOG
12/21/20,1713.51001,1740.849976,1699,1739.369995,1739.369995,1828400,GOOG
12/22/20,1734.430054,1737.405029,1712.574951,1723.5,1723.5,936700,GOOG
12/23/20,1728.109985,1747.98999,1725.040039,1732.380005,1732.380005,1033800,GOOG
12/24/20,1735,1746,1729.109985,1738.849976,1738.849976,346800,GOOG
12/28/20,1751.63501,1790.728027,1746.334961,1776.089966,1776.089966,1393000,GOOG
12/29/20,1787.790039,1792.439941,1756.089966,1758.719971,1758.719971,1299400,GOOG
12/30/20,1762.01001,1765.094971,1725.599976,1739.52002,1739.52002,1306100,GOOG
12/31/20,1735.420044,1758.930054,1735.420044,1751.880005,1751.880005,1011900,GOOG
1/4/21,1757.540039,1760.650024,1707.849976,1728.23999,1728.23999,1901900,GOOG
1/5/21,1725,1747.670044,1718.015015,1740.920044,1740.920044,1145300,GOOG
1/6/21,1702.630005,1748,1699,1735.290039,1735.290039,2602100,GOOG
1/7/21,1740.060059,1788.400024,1737.050049,1787.25,1787.25,2265000,GOOG
1/8/21,1787.97998,1809.839966,1773.535034,1807.209961,1807.209961,2050600,GOOG
1/11/21,1786.069946,1794.314941,1760.52002,1766.719971,1766.719971,1209700,GOOG
1/12/21,1753.920044,1778.040039,1725.310059,1746.550049,1746.550049,1357700,GOOG
1/13/21,1738.579956,1765.035034,1738.01001,1754.400024,1754.400024,1094100,GOOG
1/14/21,1753.619995,1775.01001,1733.400024,1740.180054,1740.180054,1179500,GOOG
1/15/21,1738.189941,1756,1721.550049,1736.189941,1736.189941,1342200,GOOG
1/19/21,1752.25,1809.275024,1741.459961,1790.859985,1790.859985,1734600,GOOG
1/20/21,1831.459961,1903.709961,1825.530029,1886.900024,1886.900024,2490300,GOOG
1/21/21,1898,1934.859985,1887.109985,1891.25,1891.25,2061600,GOOG
